,title,publication_date,abstract
536,Growth of -Ga doped ZnO nanowires interconnected with disks over -Si substrate and their heterojunction diode application,2020-01-01,"In this paper, the heterojunction diode based on n-Ga doped ZnO nanowires interconnected with disks/p-Si assembly was fabricated and their low-temperature electrical properties were examined. The Ga-doped ZnO nanowires interconnected with disks were grown over p-Si substrate and studied by numerous techniques to understand the structural, compositional and morphological characteristics. Electrical properties, at lowtemperatures ranging from 77 K–295 K, were examined for the fabricated heterojunction diode assembly both in reverse and forward biased conditions which exhibited an excellent stability over all the temperature range. The detailed electrical characterizations revealed that the current decreases gradually from 1.9 μA, to 0.87 μA to 0.84 μA when temperature increases from 77 K, 100 K to 150 K and then increases gradually from 1.86 μA–3.36 μA and to 9.95 μA when temperature increases from 200 K–250 K and to 295 K, respectively. Both the highest rectifying ratio at 100 K and the lowest one at 295 K occur in the voltage range of 2–5 V."
537,Temperature-dependent heterojunction device characteristics of -ZnO nanorods/-Si assembly,2020-01-01,"Heterojunction diode based on n-ZnO nanorods/p-Silicon (Si) assembly was fabricated, examined and reported here. Horizontal quartz tube thermal evaporation technique was used for the growth of ZnO nanorods on Si substrate. The nanorods were characterized by several techniques to examine the structural, morphological, scattering and electrical properties. Wurtzite hexagonal phase of the grown aligned nanorods was observed using X-ray diffraction (XRD) and scanning electron microscopy (SEM). The appearance of a sharp Raman peak at 438 cm–1 was observed and it is related to the E 2(high) mode of the wurtzite hexagonal phase of ZnO. The electrical properties of the fabricated heterojunction assembly were examined at different temperatures (298∼398 K) in both reverse and forward biased conditions, and a good stability was observed over the entire temperature range. A reduction in the turn-on and breakdown voltage was observed with increasing temperature. By increasing the temperature, the effective potential barrier height was increased, while quality factor was decreased. The observed activation energy was found to be ∼93.4 meV, higher than the exciton binding energy of ZnO."
538,"Facile solvothermal synthesis of FeO/magnetic grapefruit peel for adsorptive removal of congo red, humic acid and phosphate from aqueous solutions",2020-01-01,"An environment-friendly and economical magnetic composite, namely Fe3O4/GP, was produced from grapefruit peel (GP) and ferric chloride via the solvothermal method in one easy step, and was used to remove Congo red (CR), humic acid (HA), and phosphate (P) from aqueous solutions. The Fourier transform infrared (FTIR) spectroscopy, X-ray diffraction (XRD), scanning electron microscope (SEM) procedures and specific surface area and zeta potential determination were applied to describe the structure of Fe3O4/GP composite. The results shown the Fe3O4 particles, which fabricated during the solvothermal reaction, were distributed evenly on the surface of GP. Then Fe3O4/GP composite also presented a high level of magnetism, and thus could be separated quickly from suspension by an external magnet. The adsorption efficiencies of Fe3O4/GP for CR, HA, and P were 92.88%, 47.45%, and 99.02%, which were found uninfluenced by the initial solution pH and attained the equilibrium state within 10 min. The kinetic and isothermal tests were performed and the data were consistent with the pseudo-second-order kinetic equation and the Freundlich model."
539,Nanomixture: A new strategy to simultaneously deliver multiple natural bioactive compounds,2020-01-01,"Undesired adverse effects caused by chemodrugs cannot be neglected in antitumor therapy, and therefore, it is important to identify new medicines with desirable therapeutic efficacy and low toxicity to normal cells. A large number of natural extracts have been shown to have favorable therapeutic effects. In addition, the synergic interactions of multiple compounds are essential for antitumor activity. In this study, we propose a strategy to simultaneously deliver multiple antitumor compounds via a nanomixture and demonstrate the feasibility of this approach by delivering jujube polysaccharides (JPS) and curcumin (CUR) to CT26.WT cells. The experimental results indicate that increased uptake of nanoparticles and enhanced antitumor activity in vitro can be reached using our designed delivery system. This strategy could become a promising approach for drug delivery research."
540,Growth and characterization of -axis titled ZnO thin film by radio frequency magnetron sputtering,2020-01-01,"This work focuses on fabrication of c-axis tilted ZnO thin film which is used in FBAR biosensors to induce shear mode acoustic wave in the liquid environment. The ZnO thin film was deposited via using one-step method by radio frequency (RF) magnetron sputtering with fixed inclined angle between the normal of the target and substrates. All the samples were investigated by the SEM, XRD and UV visible spectrophotometer. It is found that the motion states of substrates and angle of tilted target decide the inclined angle of crystals growth. The sputtering pressure affects the quality of column structure. The high sputtering pressure destroy the growth of column structure. Besides, the procedure of annealing is very important for optimizing the quality and orientation of crystals growth. The thin film deposited on the static substrates at low sputtering pressure (1.0 Pa) has preferred tilted c-axis orientation column structure. The tilted angle of c-axis is 13.6° and close to the value (13.1°) of theory formula. As for optical transmittance of samples, the optical band gap is decreased as sputtering pressure reduces."
541,Effect of electroacupuncture on dopaminergic neurons in a rat model of Parkinson's disease based on the -synuclein pathway,2020-01-01,"To explore the possibility of using electroacupuncture to prevent injury of dopaminergic neurons in the substantia nigra of rats with Parkinson's disease (PD), Wistar rats were randomly divided into a control group, model group, drug (Medoba) group, and an electroacupuncture group. Rotenone was injected into the right substantia nigra to induce a PD rat model with single side substantia nigra injury. A rotation behavior observation method was used to observe changes in rotation behavior and apoptosis of dopaminergic neurons in the substantia nigra after electroacupuncture. Total RNA was extracted using nano-magnetic beads and retrieved from the DNA using a MagBeads Total RNA Extraction Kit. Rotenone can induce PD symptoms in Wistar rats, and we explored the effect of electroacupuncture in improving these induced Parkinson's symptoms in PD rats. The effect was similar to that of Medoba. Electroacupuncture reduced the α-synuclein (α-SYN) levels in the substantia nigra of the PD rats to some extent. We concluded that the content and inhibition of aggregation electroacupuncture can protect dopaminergic neurons in the substantia nigra of PD rats. Additionally, electroacupuncture can effectively prevent injury of dopaminergic neurons in the substantia nigra of rats with PD."
542,Interfacial characteristics between mineral fillers and phenolic resin in friction materials,2020-01-01,"Mineral fillers are indispensable constituent part of friction materials, which are capable of improving and stabilizing coefficient of friction, decreasing wear, enhancing thermal conductivity and reducing costs of friction materials, in addition, decreasing the noise in brake application. Based on their roles in the friction materials, mineral fillers are classified into abrasives, lubricants, functional fillers, and space fillers. Herein, four typical commercial mineral fillers, namely quartz, graphite, expanded vermiculite, and barite were studied for revealing their effects on the performance of friction materials. The composition, thermal stability, structural characteristics such as surface area, pore volume, and distribution of the pore size, and thermal conductivity of these mineral fillers were researched mainly by X-ray diffraction (XRD), differential scanning calorimetry and thermogravimetry (DSC-TG), N2 adsorption–desorption isotherms, and thermal conductivity tester. Moreover, in order to illustrate the interfacial characteristics of mineral-based in friction materials, four ideal brake pads only consisting of mineral filler, BaSO4 and phenolic resin were prepared. Microstructure and combination of mineral fillers and phenolic resin were investigated by scanning electron microscopy (SEM), polarizing microscope, and Fourier transformation infrared spectroscopy (FTIR). The results showed that different types of material fillers had special functions for friction materials, and they combined with phenolic resin mainly in a physical way."
543,Effect of cryogenic and wet coolant performance on drilling of super duplex stainless steel (2507),2020-01-01,"In this experimental study, the cutting performance of solid carbide twist drill with wet and cryogenic cooling (LN2) was analysed for super duplex stainless steel 2507 (SDSS 2507). The drilling test was conducted at three different levels of cutting velocity (40, 50 and 60 m/min), feed rate (0.03, 0.05, 0.07 mm/rev) and constant drilling depth of 20 mm. The output response of cutting forces, torque, surface roughness, temperature, microhardness and tool wear was observed on both the condition while drilling super duplex stainless steel (2507). The experimental result reveals that the cryogenic coolant (LN2) reduces the cutting temperature for about 27.66–55.74% than wet cooling condition. With increased feed rate the thrust force and torque increases and related to increase in the cutting velocity the thrust force and torque reduced for both wet and cryogenic (LN2) conditions. The surface finish of the drilled hole was enhanced in cryogenic condition against wet condition. The minimum amount of flank wear was observed in the cryogenic condition through a scanning electron microscope (SEM)."
544,Phenotype and genotype heterogeneous resistance of L-forms of  by magnetic nanoparticle,2020-01-01,"We studied factors influencing the phenotype and genotype heterogeneous resistance of L-forms of Mycobacterium tuberculosis (MTB-L). Three hundred patients with tuberculosis admitted to the Sixth People's Hospital of Nantong from 2014 to 2016 were selected. MTB-L was cultured and rifampicin (RFP) susceptibility was tested using sputum samples. The magnetic nanoparticle was used to extract the DNA of samples. DNA sequencing was used to detect the mutation of the rpoB gene core region for isolated MTB-L strains and heterogeneous resistance was analyzed. A total of 126 MTB-L strains were isolated from the sputum samples of 300 tuberculosis patients. No mutation in the core region of the rpoB gene was detected in 56 RFP-sensitive MTB-L strains. Among 70 phenotypically resistant strains, 32 had mutations in the core region of the rpoB gene, with amino acid changes at sites 511, 516, 526, and 531. No rpoB gene mutation was found in the other 38 phenotypic drug-resistant strains. The MTB-L phenotype and genotype displayed a certain degree of heterogeneous resistance. Changes in cell membrane structure is one important reason. The duration of disease, medication history, and structural changes of the lung are important factors."
545,miR-222 targets VGLL4 to promote growth of tongue squamous cell carcinoma,2020-01-01,"We investigated whether regulation of VGLL4 by miR-222 affects proliferation, migration, invasion, and apoptosis in human tongue squamous cell carcinoma (TSCC) cells. Nanometer Magnetic beads were prepared to extract RNA in CAL27/human oral keratinocytes (HOK). Correlation between expression of miR-222 and VGLL4 in CAL27/human oral keratinocytes (HOK) was analyzed using RT-PCR and western blot. The cellular effects of miR-222/VGLL4 interactions were detected by cck8, transwell, and cell scratch assays, and flow cytometry after miR-222 was silenced or overexpressed in CAL27 cells. We assessed tumor growth in vivo, in a subcutaneous tumor model in mice, and assessed VGLL4 protein expression in tumors by immunohistochemistry. We found that miR-222 expression is higher in CAL27 cells than that in HOK cells. VGLL4 was highly expressed in HOK cells relative to CAL27 cells. When miR-222 was overexpressed, VGLL4 mRNA expression was reduced in CAL27 cells, and protein expression was reduced in the in vivo tumor model. Thus, miR-222 may down-regulate VGLL4 to promote proliferation, migration, and invasion of TSCC cells."
546,Effect of adiponectin on oxidative stress-apoptotic pathway in podocytes under high glucose conditions,2020-01-01,"To investigate the effect of adiponectin (APN) on the oxidative stress-apoptotic pathway of podocytes under high glucose conditions, podocytes were categorized into a control group (5.5 mmol/L, normal glucose, NG), high glucose group (30 mmol/L, high glucose, HG), and an APN intervention group (HG+APN). The expression of podocyte cytoskeleton proteins (nephrin/podocin/synaptopodin), p-AMPK activity, and the NADPH oxidase family (NOX1/NOX4) and apoptosis-related proteins p53 and PUMA (p53 up-regulated apoptotic regulator) were detected by RT-PCR and Western blotting. The total RNA extracted by nano-magnetic beads was retrieved into DNA by the MagBeads Total RNA Extraction Kit, and cDNA was synthesized through reverse transcription. Podocyte apoptosis was detected by flow cytometry. In comparison with the control group, the high glucose group exhibited the reduced expression of podocyte cytoskeleton proteins, decreased p-AMPK activity, increased expression of NOX1, NOX4, P53, and PUMA, and increased podocyte apoptosis (28.15%±1.38%). APN intervention could significantly restore the expression of cytoskeleton proteins, increase the activity of p-AMPK, reduce the expression of NOX1, NOX4, P53, and PUMA, and reduce the apoptosis of podocytes (9.15%±1.98%). The protective effect of APN disappeared when AMPK was inhibited. APN may inhibit oxidative stress-apoptosis of podocytes under high glucose conditions through the activation of AMPK."
547,Overexpression of transcriptional co-activator with PDZ-binding motif promotes epithelial mesenchymal transformation of ovarian cancer cells by upregulating Smad3 and Snail1,2020-01-01,"This study is intended to explore the effect of transcriptional coactivator with PDZ binding motif (TAZ) expression in ovarian cancer cells as well as investigate the expression of signal proteins Smad3 and Snail1. Ovarian cancer cells (SKOV-3) were divided into two groups: control and TAZ overexpression. The overexpression of TAZ in SKOV-3 cells was determined by immunofluorescence, western blot, and qRT-PCR. The proliferation, invasiveness, and expression of epithelial mesenchymal transformation (EMT)-associated proteins were detected, and the expression of Smad3 and Snail1 proteins was determined by qRT-PCR and western blot, respectively. Small interfering RNA (siRNA) targeting TAZ were synthesized and used to transfect SKOV-3. Cell migration and invasion were observed via a wound healing assay and a transwell assay, respectively. The expressions of representative genes involved in proliferation and migration, EMT-associated proteins and Smad3 and Snail1 proteins were also detected by western blot assays. The results of qRT-PCR, immunofluorescence, and western blot showed that, compared with the control group, the expressions of Smad3 and Snail1 protein were upregulated, and the expression of EMT-related genes-including Actin, N-cadherin, and Vimentin protein-was downregulated in the TAZ overexpression group. After TAZ mRNA was suppressed, the migration and invasion ability of the TAZ siRNA group was weaker than that of the control group. In addition, the expression level of Smad3 and Snail1 decreased when TAZ was silenced, while the expression of EMT-related genes increased. Therefore, TAZ in ovarian cancer cells can promote growth, migration, and invasiveness of cancer cells by regulating genes related to proliferation, migration, and invasion."
548,"Removal of metal ions Cd(II), Cr(VI) and Ni(II) from aqueous solution using an organic aerogel and carbon aerogel obtained by acid catalysis",2020-01-01,"In this work, we evaluated the adsorption capacity of the metal ions Cd(II), Cr(VI) and Ni(II) from aqueous solution of an organic aerogel, a carbon aerogel and a commercial activated carbon. Aerogel (Ae) was obtained by acid catalysis using HCl, achieving a quick synthesis, then, a process of carbonization to obtain the carbon aerogel (CAe) was performed. Structural, textural and chemical parameters of the porous solids obtained were characterized by different experimental techniques: scanning electron microscopy (SEM), adsorption isotherms of N2 at 77 K and CO2 at 273 K, Boehm titrations and pHPZC determination. The three adsorbents were employed in simple adsorption systems of Ni(II), Cd(II) and Cr(VI) from aqueous solution. It was determined that the synthesized aerogel is the material that performed the highest adsorption capacity of the three metal ions: Ni (32.2 mg g–1) Cd (18.6 mg g–1) and Cr (35.5 mg g–1)."
549,"""Double-W-shaped"" temperature dependence of emission linewidth in an InGaN/GaN multiple quantum well structure with intense phase separation",2020-01-01,"The temperature dependence of the spectra of photoluminescence (PL) from a blue InGaN/GaN multiplequantum-well (MQW) structure is investigated at lower excitation power. Two emission peaks, related to InGaN and assigned to In-rich quasi-quantum dots (QDs) and InGaN-matrix in the full PL spectrum, were observed. Upon increasing the temperature, both PL peak linewidths exhibited ""double-W-shaped"" (narrowing–broadening–narrowing–broadening–narrowing–broadening) temperature dependence. Combined with the observed features of the temperature dependences of the PL intensities, the temperature-dependent behaviors in this case can be interpreted as the relaxation and thermalization of carriers inside respective phase structures and the transfer of carriers between two phase structures, because of the strong phase separation and significant component fluctuation in the InGaN well layers."
550,Dose- and time-dependent effects of low molecular weight heparin on trophoblast,2020-01-01,"Low molecular weight heparin (LMWH) has been successfully applied in the treatment of pregnancy complications associated with pro-thrombotic and antiphospholipid syndrome (APS). The underlying mechanism remains enigmatic. The purpose of this study was to explore the effects of time and dosage of LMWH on the proliferation and apoptosis of human trophoblast. The biological function of LMWH on primary trophoblast was evaluated by quantitative real-time PCR (qRT-PCR), by detecting the expression of proliferation genes SDS22, APPL1, CyclinB1, as well as the expression of apoptosis-related gene Survivin. Our results showed that the treatment time and dosage of LMWH have critical effects on trophoblast proliferation and apoptosis. LMWH had the most obvious effect on promoting trophoblast proliferation and could suppress apoptosis at the concentration of 0.1 IU/ml at 72 h. This study thus provides detailed mechanism of the biological effects of LMWH on trophoblast, and sheds light on the effective clinical application of LMWH in pregnancy complications."
551,Nano-silver-containing polyvinyl alcohol composite film for grape fresh-keeping,2019-12-01,"Nano-composite film possesses antibacterial properties of nanomaterials and preservation performance of food packaging film. The goal of this work was to explore the potential application of nano-silver-containing polyvinyl alcohol (PVA) composite film in grape fresh-keeping. Mechanical properties, transparency, barrier performance and antibacterial activity of Nano-silver-containing PVA film were tested and results showed that the antibacterial zone diameter of nano-silver on Aspergillus niger was 14.4 mm, with minimum bactericidal concentration of 75 ppm. The PVA antibacterial membrane effectively revealed antibacterial properties. Moreover, the decreased mechanical properties and transparency enhanced barrier performance of antibacterial membrane compared with PVA film. For comparison, the fresh-keeping effects of non-packaging film, commercial cling wrap and nano-silver-containing PVA film on sensory score, mass loss rate, decay rate, Ascorbic Acid (Vc) content and titratable acid content were also studied. Results indicated that the PVA antibacterial membrane significantly effectively avoided sensory score, water, decay, Ascorbic Acid (Vc) and titratable acid in grapes during storage, and had a remarkable effect in prolonging grapes' shelf life due to its breathability and antibacterial activity."
552,Well-aligned BaTiO nanofibers via solution blow spinning and their application in lithium composite solid-state electrolyte,2019-12-01,"In this work, an efficient and simple solution blow spinning method for preparing well-aligned nanofibers was proposed. Compared with common electrospinning, this method is more promising for scalable fabrication because of fewer process requirements. Through this method, well aligned BaTiO3 nanofibers were fabricated, and their average diameter was about 300 nm. When introducing PEO and LiTFSI ionic conductive polymer composites into the aligned BaTiO3 nanofibers membrane, a composite solid-state polymer electrolyte was obtained. The excellent structure for the electrolyte was also analyzed and its electrochemical performance was tested. Results showed that the lithium ionic conductivity at 30 °C increased from 5.74 × 10–6 S · cm–1 to 5.83 × 10–5 S · cm –1 with addition of aligned BaTiO3 nanofibers, and its thermal and electrochemical stability were all significantly improved."
553,Effect of pre-strain on the fatigue behavior of SAPH440 steel,2019-12-01,"The present research envisages the effects of different uniaxial tensile pre-strain levels on the fatigue properties of the SAPH440 steel. The S-N curves of different pre-strain levels (0%, 6%, 12%, 18%) were drawn using different load levels, with a stress ratio R = –1. The test results show that the fatigue strength of the SAPH440 steel increased with an increasement in the uniaxial tensile pre-strain levels. The static tensile test was carried out on different uniaxial tensile and different pre-strain levels specimens. The results show that with an increase in the uniaxial tensile pre-strain levels, the degree of work hardening of the SAPH440 steel and the static strength increased. Additionally, the hardening index and the elongation at break reduced, while the tensile strength and yield strength increased. TEM (Transmission Electron Microscopy) observation of the test samples with different pre-strain levels showed that the dislocation density of different pre-strain levels specimens increased with an increasement in the pre-strain levels. This resulted in an increasement in the fatigue strength of the SAPH440 steel, the degree of work hardening, and the static strength. However, compared with fatigue strength, the increase of dislocation density has a more significant effect on static strength."
554,Laser melting deposition of duplex stainless-steel coating on high strength low alloy pipeline steels for improving wear and corrosion resistance,2019-12-01,"In this paper, a duplex stainless steels coating was successfully prepared on high strength low alloy (HSLA) pipeline steels by laser melting deposition. The microstructure and phase identification of the obtained coating were identified by scanning electron microscope (SEM) and X-ray diffraction (XRD). The tribological behavior and corrosion behavior were investigated by high-speed reciprocating friction and wear tester, polarization test, E ocp–t curves and electrochemical impedance spectroscopy (EIS). Results show that the obtained coating is bonded metallurgically with the substrate and comprises α, γ, M2B and (Fe, Cr)23C6 phase. In addition, the obtained coating shows nearly 22.5% improvement in wear resistance over the substrate and much better corrosion resistance due to its nobler open circuit potential (E ocp), corrosion current density (i  corr) and bigger impedance value than the substrate, confirming that the laser melting deposited duplex stainless steels coating can be a promising candidate for the protective coating of HSLA pipeline steels."
555,Modal and harmonic response analysis of a rolling bearing coupled by rigid and flexible materials,2019-12-01,"Elastic composite cylindrical roller bearing is a new type of rolling bearings. Its rolling body is composed of rigid and flexible materials. In order to investigate the modal characteristics and harmonic response rules of the elastic composite cylindrical roller bearings with different structural parameters, we computed the modal solutions of a cylindrical roller bearing and the elastic composite cylindrical roller bearings with filling degrees of 40%, 50% and 65%, and determined the scope of the excitation frequency according to the computed first twelve orders of the modal frequency. On this basis, we analyzed the steady-state response under a sinusoidal alternating load as well as the vibration conditions of the elastic composite cylindrical roller bearings with different filling degrees within the excitation scope, and explored the relationship between the responses such as displacement and stress and the excitation frequency. The results showed that the natural frequencies of the elastic composite cylindrical roller bearings with filling degrees of 40% and 50% were similar to that of a solid bearing, while that of the elastic composite cylindrical roller bearings with a filling degree of 65% was relatively smaller than that of a solid bearing. The vibration modes of the bearings mainly manifested as bending and torsional deformation of the inner rings. Under the action of an excitation load, the peak responses of the bearings occurred near the fifth and sixth orders of the natural frequency. This research can provide a theoretical reference for the optimal design and engineering applications of the elastic composite cylindrical roller bearings."
556,Size separation of graphene oxide via multi-layer filtering by silica gel column,2019-12-01,"The properties and applications of graphene-based materials largely depend on the lateral size and size distribution of graphene and its derivatives sheets. In this work, a novel size separation method was developed for graphene oxide (GO) sheets using a multi-layer filtering of silica gel column. GO sheets were separated into three groups with narrowed size distributions after filtering from the multi-scale holes that were formed due to the packing of irregular silica gel particles. This economical and continuous-operational separation method shows promising future to realize the size separation in industrial sector. The size separation mechanism was considered that the size of GO sheets affected the flow speed, owing to the friction force between the GO sheet and silica gel particle surface. In addition, the related reduced graphene oxide (rGO) was obtained via the separated GO. The size impact of rGO sheets on the electrochemical properties were studied using cyclic voltammetry (CV), galvanostat charge/discharge (GC/D) and electrochemical impedance spectroscopy (EIS)."
557,A comparison of thermal degradation kinetic mechanisms between elongational and shearing flow fields for nano-silica/IFR synergistic fire retardant polypropylene nanocomposites,2019-12-01,"In this work, the same formulations of Nano-Silica/intumescent fire retardant polypropylene nanocomposites were prepared via a novel vane extruder and a tri-screw extruder, which represented elongational flow field and shearing flow field, respectively. Not only the synergistic combustion mechanisms of Kissinger method and Flynn-Wall-Ozawa method were revealed, but also the combustion effect and efficiency were compared. Both two methods proved specimens that processed by TE exhibited higher thermal stability. The smaller aggregates of physical initial Nano-Silica, the better dispersivity of aggregates in specimens that processed by VE. Such property broke the compactness degree of char layer."
558,Morphologies and characteristic of glass fiber suspensions basing on various beating speeds,2019-12-01,"Glass fibers commonly flocculate in suspensions and slurries, which can be largely prevented by a beating process. In this paper, morphologies and characteristics of glass fiber suspensions resulting from various beating speeds are explored. By increasing the speed (ranging from 1500 revolutions to 12000 revolutions), glass fibers can be translated, rotated, bended and broken, which leads the drainage resistances of glass fiber suspensions increase dramatically from 19.5 °SR to 23.5 °SR, then fluctuate and settle close to 22.5 °SR. Decreasing the fiber length leads to reduction in fiber–fiber contact and improves the uniformity of fiber suspensions. The separation and random distribution of glass fibers decreases in the viscosity of the fiber suspension."
559,"Effect of steel slag powder, fly ash, and silica fume on the mechanical properties and durability of cement mortar",2019-12-01,"This study is aimed at exploring the effect of steel slag powder (SSP), fly ash (FA), and silica fume (SF) on the mechanical properties and durability of cement mortar. SSP, SF, and FA were used as partial replacement of the Ordinary Portland cement (OPC). It was showed that the compressive and bending strength of steel slag powder were slightly lower than that of OPC. An increase in the SSP content caused a decrease in strength. However, the growth rate of compressive strength of SSP2 (20% replacement by the weight of OPC) at the curing ages of 90 days was about 8% higher than that of OPC, and the durability of SSP2 was better than that of OPC. The combination of mineral admixtures improved the later strength, water impermeability, and sulfate resistance compared with OPC and SSP2. The compressive strength of SSPFA (SSP and SF) at 90 days reached 70.3 MPa. The results of X-ray diffraction patterns and scanning electron microscopy indicated that SSP played a synergistic role with FA or SF to improve the performance of cement mortar."
560,Holey graphene oxide as filler to improve electrochemical performance of solid polymer electrolytes,2019-12-01,"Solid polymer electrolytes (SPE) have attracted wide attention of researchers because of their high safety performance and high mechanical strength. In this paper, holey graphene oxide (HGO) was added to poly(ethylene oxide) (PEO) solid polymer electrolytes with lithium bis(trifluoromethane sulfonimide) (LiTFSI) as salt to improve the ionic conductivity of solid polymer electrolytes. It was shown that the addition of holey graphene oxide improved the electrochemical window and ionic conductivity. When the amount of holey graphene oxide was 0 wt%, the ionic conductivity was 2.06 × 10–4 S/cm at 60 °C. In comparison, when the amount of holey graphene oxide was 0.2 wt%, the ionic conductivity was greatly increased to 6.05 × 10–4 S/cm. This was mainly due to the fact that addition of holey graphene oxide reduced the crystallization of polymer and promoted the migration of lithium ion. Meanwhile, the electrochemical window was expanded to 5.2 V and the cycle performance for the batteries was also improved."
561,Investigation on the preparation of nanoparticles by inverse micro-emulsion polymerization for enhanced oil recovery,2019-12-01,"Polyacrylamide nanoparticles attracted increasing interest as profile control agents in oilfield development owing to the characteristics of deformation and continuous expansion in core pore. In this article, the structure and morphology of polyacrylamide nanoparticles were characterized by Fourier transform infrared spectroscopy (FTIR) and scanning electron microscopy (SEM). And the fluorescence microscopy and core displacement equipment were used to evaluate the properties of the expansion and plugging properties. Results showed that the nanoparticles prepared by inverse emulsion polymerization can be able to pass through the pores in the rocks due to the uniform particle size which is less than 500 nm. When the nanoparticles were in contact with water for 72 hours, the average particle size increased to 12.2 μm. The water-swelled nanoparticles can effectively block the high-permeability layer and improve the oil recovery in the low-permeability layer. The results obtained in this paper reveal the mechanism of elastic deformation and expansion characteristics of polyacrylamide nanoparticles, and further prove the great potential of nanoparticles to enhance oil recovery in the development of low permeability oilfields."
562,On the microstructure and mechanical properties of silver-bearing antibacterial CD4MCu duplex stainless steels: Solid solution temperature,2019-12-01,"The Ag-bearing antibacterial stainless steel has attracted substantial attention in the field of bacterial proliferation prevention. In this study, a Cu–Ag alloy was incorporated into a CD4MCu duplex stainless steel (DSS) to produce a good antibacterial property. The Ag-bearing CD4MCu duplex stainless steel samples were conducted solid solution treatment at various temperatures. The effects of the solid solution temperature on the microstructure, mechanical and corrosion properties, as well as silver ion release characteristics and antibacterial properties were investigated. Results show that apart from the original α, γ phases, Ag-bearing phases were formed in all samples after solid solution at different temperatures. The volume fraction of α and Ag-bearing phases decrease with increasing solution temperature. The tensile strength, hardness, elongation, and corrosion resistance first decrease and then increase along with the increase in the solid solution temperature. The heat treatment conducted at 1150 °C increases the strength, the hardness, the pitting corrosion resistance, and the antimicrobial capability simultaneously. The antibacterial rates of all the Ag-bearing CD4MCu duplex stainless steel samples after solid solution treatment are above 99%, indicating their good anti-bacterial capabilities."
563,A new biosafe reactive oxygen species responsive nanoplatform for targeted oral squamous cell carcinoma therapy,2019-12-01,"A new reactive oxygen species (ROS)-responsive drug delivery systems (DDSs) needs development and has excellent application prospect. In this study, FA-PEG-TK-PLGA copolymer containing a ROS-responsive TK linker was designed and generated. The polymer self-assembled into stable small-sized DDSs into with hydrophilic PEG shells and hydrophobic PLGA cores, which exhibited high stability in aqueous solutions, besides an adequate drug loading capacity, excellent ROS sensitivity. high stability and good compatibility. Folic acid (FA) in the DDS presented here was used to target cancer cells. The polymer presents great potential as a novel DDSs for Oral squamous cell carcinoma (OSCC) therapy."
564,Simulation and synthesis of silver dendritic nanostructures for surface-enhanced Raman scattering,2019-12-01,"Silver dendritic nanostructures (AgD) is investigated for surface-enhanced Raman scattering (SERS) with simulation and experiments, the simulations showed that there is a significant absorbance over a broad spectrum from the AgD, this indicated that AgD is a good candidate for SERS. The simulations helped to study the parameters of the AgD that affects the SERS and we applied these simulation results for experimental designs, in which our experimental results of synthesis and characterization results of Raman spectrum showed consistence with the simulation results. These simulation results are very helpful in deciding the experimental parameters for efficient and effective synthesizing and reproduction of hierarchical silver dendritic nanostructure. The AgD were produced using displacement redox reaction between AgNO3 solution and Copper foil. We found that the concentration of AgNO3 played major role on the rate of reaction, and the rapid growth of the silver nanostructures was observed as the reaction time increases. The structural and morphological evolution of silver dendrites was examined with Scanning Electron Microscope (SEM). The Raman enhancement of AgDs was evaluated using Elman's reagent (DTNB) and Rhodamine 6G (R6G). The silver dendrites have great potential for diverse sensing applications ranging from food safety control, environmental monitoring and assessment, forensic investigation, and to medical diagnosis."
565,Research on deep profile control technology of polymer gel with low hydrolytic degree,2019-12-01,"Polymer gels have attracted increasing interest as profile control agent to control water content and enhance oil recovery in heterogeneous reservoirs. However, retarding the gel crosslinking reaction of polymer and making it farther in the reservoir has become a difficulty in deep profile control. In this article, polyacrylamide with low degree of hydrolysis was prepared to react slowly with chromium ion to form gel, which was used for adjusting water injection profile. The microstructure of polymer gel was characterized using Fourier transform infrared spectroscopy and scanning electron microscopy. Core displacement experiments were used to evaluate the profile adjustment capability of polymer gels. It was found that the gel prepared by crosslinking the 5% polyacrylamide with chromium acetate can retard gelation time to 30 days in comparison with the conventional polymer gels when the polymer concentration reached to 1500 mg/L. The gel can form a regular spatial network which increases the viscosity from 80.2 to 6578 mPa · s. The results obtained by the core flooding experiment prove that the polymer gel has good profile control ability and further demonstrate the future potential of polymer gel to enhance oil recovery."
566,Effect of heat treatment on microstructure and corrosion resistance of extruded ZK80 Mg alloy,2019-12-01,"The corrosion characteristics and corrosion mechanism of the extruded ZK80 alloy with different states soaking in 3.5% NaCl solution at room temperature were analyzed via OM, SEM, EDS, XRD and static weightlessness method and other experimental analysis methods. The results show that when the aging temperature is constant, and the corrosion rate decreases with the lengthen of aging time, while when the corrosion time is constant, the corrosion rate increases with the increase in aging time. Appropriate aging treatment not only refines the grain of the alloy, but also precipitates the Mg–Zn phase which can effectively prevent the corrosion process and improve the anti-corrosion properties of the alloy. The main corrosion characteristics of the alloy are filamentary corrosion and pitting corrosion."
